persona	stratum	task_idx	wc	wall_ms	output_tok_est	correct	output_snippet
mid	wc_31_60	996	48	1643	1	0	74
mid	wc_31_60	1009	40	1132	1	0	184
mid	wc_31_60	1022	38	1093	1	0	106
mid	wc_31_60	1035	50	1760	1	0	106
mid	wc_31_60	1048	42	1812	1	0	24
mid	wc_31_60	1061	36	2143	1	0	102
mid	wc_31_60	1074	44	2330	1	0	108
mid	wc_31_60	1087	42	1627	1	0	54
mid	wc_31_60	1100	53	1131	1	0	159
mid	wc_31_60	1113	45	2132	1	0	115
mid	wc_31_60	1126	39	1122	1	0	42
mid	wc_31_60	1139	52	1087	1	0	243
mid	wc_31_60	1152	48	1149	1	0	156
mid	wc_31_60	1165	40	1105	1	0	195
mid	wc_31_60	1178	51	1104	1	0	180
mid	wc_61_100	1201	63	2113	1	0	24
mid	wc_61_100	1214	75	1667	1	0	146
mid	wc_61_100	1227	87	1620	1	0	58
mid	wc_61_100	1240	70	1620	1	0	46
mid	wc_61_100	1253	86	1084	1	0	26
mid	wc_61_100	1266	72	1080	1	0	106
mid	wc_61_100	1279	79	1141	1	0	57
mid	wc_61_100	1292	66	1082	1	0	58
mid	wc_61_100	1305	77	1594	1	0	59
mid	wc_61_100	1318	90	1098	1	0	138
mid	wc_61_100	1331	74	1592	1	0	78
mid	wc_61_100	1344	89	1088	1	0	78
mid	wc_61_100	1357	69	1595	1	0	40
mid	wc_61_100	1370	85	1089	1	0	118
mid	wc_61_100	1383	68	1091	1	0	106
mid	wc_61_100	1396	79	1077	1	0	117
mid	wc_61_100	1409	93	1087	1	0	159
mid	wc_61_100	1422	72	1625	1	0	18
mid	wc_61_100	1435	87	1163	1	0	159
mid	wc_61_100	1448	73	1118	1	0	159
mid	wc_61_100	1461	84	1070	1	0	159
mid	wc_61_100	1474	69	1090	1	0	159
mid	wc_61_100	1487	80	1083	1	0	359
mid	wc_61_100	1500	99	1597	1	0	156
mid	wc_61_100	1513	73	1642	1	0	117
mid	wc_61_100	1526	94	1142	1	0	186
mid	wc_61_100	1539	78	1756	1	0	159
mid	wc_61_100	1552	87	1641	1	0	159
mid	wc_61_100	1565	72	1617	1	0	198
mid	wc_61_100	1578	78	1120	1	0	124
mid	wc_101_200	1601	108	1158	1	0	24
mid	wc_101_200	1614	118	1610	1	1	14
mid	wc_101_200	1627	128	1606	1	0	46
mid	wc_101_200	1640	142	1603	1	0	30
mid	wc_101_200	1653	162	1111	1	0	46
mid	wc_101_200	1666	170	1094	1	0	46
mid	wc_101_200	1679	182	1090	1	0	44
mid	wc_101_200	1692	104	1651	1	1	26
mid	wc_101_200	1705	115	1093	1	0	46
mid	wc_101_200	1718	128	1097	1	0	26
mid	wc_101_200	1731	144	1610	1	0	24
mid	wc_101_200	1744	158	1105	1	0	55
mid	wc_101_200	1757	168	1675	1	0	54
mid	wc_101_200	1770	184	1642	1	0	55
mid	wc_101_200	1783	106	1074	1	0	104
mid	wc_101_200	1796	122	1095	1	0	15
mid	wc_101_200	1809	134	1072	1	0	15
mid	wc_101_200	1822	143	1594	1	0	115
mid	wc_101_200	1835	161	1073	1	0	15
mid	wc_101_200	1848	170	1114	1	0	15
mid	wc_101_200	1861	184	1095	1	0	104
mid	wc_101_200	1874	109	1091	1	0	154
mid	wc_101_200	1887	123	1595	1	0	80
mid	wc_101_200	1900	135	1085	1	0	120
mid	wc_101_200	1913	144	1087	1	0	104
mid	wc_101_200	1926	157	1081	1	0	104
mid	wc_101_200	1939	170	1585	1	0	104
mid	wc_101_200	1952	187	1608	1	0	120
mid	wc_101_200	1965	105	1597	1	0	144
mid	wc_101_200	1978	119	1094	1	0	144
max	wc_5_15	1	5	1093	5	1	1 plus 1 equals 2.
max	wc_5_15	14	5	1076	5	1	1 plus 14 is 15.
max	wc_5_15	27	5	1080	5	1	2 plus 7 is 9.
max	wc_5_15	40	5	1098	5	1	2 plus 20 is 22.
max	wc_5_15	53	5	1083	5	1	3 plus 13 is 16.
max	wc_5_15	66	5	1111	7	1	4 plus 6 is equal to 10.
max	wc_5_15	79	5	1083	5	1	4 plus 19 is 23.
max	wc_5_15	92	5	1078	5	1	5 plus 12 is 17.
max	wc_5_15	105	5	1079	5	1	6 plus 5 equals 11.
max	wc_5_15	118	5	1089	5	1	6 plus 18 is 24.
max	wc_5_15	131	5	1092	5	1	7 plus 11 is 18.
max	wc_5_15	144	5	1097	5	1	8 plus 4 is 12.
max	wc_5_15	157	5	1096	5	1	8 plus 17 is 25.
max	wc_5_15	170	5	1184	5	1	9 plus 10 is 19.
max	wc_5_15	183	5	1091	5	1	10 plus 3 is 13.
max	wc_5_15	196	5	1101	5	1	10 plus 16 is 26.
max	wc_5_15	209	7	1079	5	1	2 times 10 is 20.
max	wc_5_15	222	7	1080	5	1	4 times 3 is 12.
max	wc_5_15	235	7	1086	5	1	5 times 6 is 30.
max	wc_5_15	248	7	1085	5	1	6 times 9 is 54.
max	wc_5_15	261	7	1140	5	1	8 times 2 is 16.
max	wc_5_15	274	7	1114	5	1	9 times 5 is 45.
max	wc_5_15	287	7	1092	5	1	10 times 8 is 80.
max	wc_5_15	300	7	1080	5	1	11 times 11 is 121.
max	wc_5_15	313	5	1102	1	1	Vienna
max	wc_5_15	326	6	1101	1	0	kmelon
max	wc_5_15	339	11	1079	1	1	30
max	wc_5_15	352	11	1079	1	1	25
max	wc_5_15	365	11	1084	1	1	29
max	wc_5_15	378	11	1086	1	1	33
max	wc_16_30	401	19	1104	1	1	22
max	wc_16_30	414	19	1605	10	1	The sum of integer 11 and integer 24 is 35.
max	wc_16_30	427	19	1594	10	1	The sum of integer 12 and integer 17 is 29.
max	wc_16_30	440	19	1646	10	1	The sum of integer 12 and integer 30 is 42.
max	wc_16_30	453	19	1103	10	1	The sum of integer 13 and integer 23 is 36.
max	wc_16_30	466	19	1587	10	1	The sum of integer 14 and integer 16 is 30.
max	wc_16_30	479	19	1597	10	1	The sum of integer 14 and integer 29 is 43.
max	wc_16_30	492	19	1149	10	1	The sum of integer 15 and integer 22 is 37.
max	wc_16_30	505	19	1626	10	1	The sum of integer 16 and integer 15 is 31.
max	wc_16_30	518	19	1103	10	1	The sum of integer 16 and integer 28 is 44.
max	wc_16_30	531	19	1145	10	1	The sum of integer 17 and integer 21 is 38.
max	wc_16_30	544	19	1113	10	1	The sum of integer 18 and integer 14 is 32.
max	wc_16_30	557	19	1587	10	1	The sum of integer 18 and integer 27 is 45.
max	wc_16_30	570	19	1101	10	1	The sum of integer 19 and integer 20 is 39.
max	wc_16_30	583	19	1621	10	1	The sum of the integers 20 and 13 is 33.
max	wc_16_30	596	19	1695	10	1	The sum of the integers 20 and 26 is 46.
max	wc_16_30	609	18	1097	1	1	20
max	wc_16_30	622	18	1100	1	1	9
max	wc_16_30	635	18	1083	6	1	The resulting integer value is 48.
max	wc_16_30	648	18	1086	6	1	The resulting integer value is 36.
max	wc_16_30	661	18	1120	1	1	10
max	wc_16_30	674	18	1103	1	1	75
max	wc_16_30	687	18	1584	11	1	The resulting integer value when multiplying 6 by 8 is 48.
max	wc_16_30	700	18	1087	11	1	The resulting integer value when multiplying 6 by 21 is 126.
max	wc_16_30	713	18	1658	1	1	98
max	wc_16_30	726	18	1628	1	1	56
max	wc_16_30	739	18	1100	1	0	16
max	wc_16_30	752	18	1089	11	1	The resulting integer value when multiplying 9 by 13 is 117.
max	wc_16_30	765	18	1089	6	1	The resulting integer value is 60.
max	wc_16_30	778	18	1632	1	1	190
max	wc_31_60	801	33	1105	1	0	16
max	wc_31_60	814	49	1090	1	0	66
max	wc_31_60	827	43	1098	1	0	50
max	wc_31_60	840	56	1090	1	0	26
max	wc_31_60	853	48	1113	1	0	36
max	wc_31_60	866	38	1103	1	0	60
max	wc_31_60	879	50	1104	1	0	28
max	wc_31_60	892	42	1108	1	0	78
max	wc_31_60	905	36	1104	1	0	58
max	wc_31_60	918	50	1120	1	0	38
max	wc_31_60	931	42	1083	1	0	80
max	wc_31_60	944	35	1091	1	0	58
max	wc_31_60	957	55	1104	1	0	42
max	wc_31_60	970	49	1091	1	0	138
max	wc_31_60	983	33	1085	1	0	58
max	wc_31_60	996	48	1081	1	0	70
max	wc_31_60	1009	40	1087	1	0	184
max	wc_31_60	1022	38	1075	1	0	70
max	wc_31_60	1035	50	1084	1	0	80
max	wc_31_60	1048	42	1088	1	0	24
max	wc_31_60	1061	36	1104	1	0	126
max	wc_31_60	1074	44	1076	1	0	84
max	wc_31_60	1087	42	1087	1	0	39
max	wc_31_60	1100	53	1084	1	0	153
max	wc_31_60	1113	45	1076	1	0	150
max	wc_31_60	1126	39	1088	1	0	42
max	wc_31_60	1139	52	1086	1	0	153
max	wc_31_60	1152	48	1087	1	0	156
max	wc_31_60	1165	40	1097	1	0	195
max	wc_31_60	1178	51	1084	1	0	177
max	wc_61_100	1201	63	1086	1	0	18
max	wc_61_100	1214	75	1088	1	0	148
max	wc_61_100	1227	87	1095	1	0	100
max	wc_61_100	1240	70	1627	1	0	46
max	wc_61_100	1253	86	1080	1	0	44
max	wc_61_100	1266	72	1099	1	0	106
max	wc_61_100	1279	79	1181	1	0	78
max	wc_61_100	1292	66	1691	1	1	34
max	wc_61_100	1305	77	1092	1	0	78
max	wc_61_100	1318	90	1100	1	0	108
max	wc_61_100	1331	74	1087	1	0	78
max	wc_61_100	1344	89	1089	1	0	66
max	wc_61_100	1357	69	1077	1	0	30
max	wc_61_100	1370	85	1084	1	0	118
max	wc_61_100	1383	68	1100	1	0	74
max	wc_61_100	1396	79	1104	1	0	117
max	wc_61_100	1409	93	1601	1	0	99
max	wc_61_100	1422	72	1130	1	0	54
max	wc_61_100	1435	87	1607	1	0	159
max	wc_61_100	1448	73	1139	1	0	159
max	wc_61_100	1461	84	1122	1	0	159
max	wc_61_100	1474	69	1634	1	0	15
max	wc_61_100	1487	80	1627	1	0	153
max	wc_61_100	1500	99	1173	1	0	156
max	wc_61_100	1513	73	1616	1	0	117
max	wc_61_100	1526	94	2121	1	0	186
max	wc_61_100	1539	78	2134	1	0	159
max	wc_61_100	1552	87	1667	1	0	159
max	wc_61_100	1565	72	1611	1	0	117
max	wc_61_100	1578	78	1601	1	0	120
max	wc_101_200	1601	108	1621	1	0	24
max	wc_101_200	1614	118	1674	1	1	14
max	wc_101_200	1627	128	2165	1	0	34
max	wc_101_200	1640	142	1143	1	0	26
max	wc_101_200	1653	162	1096	1	0	46
max	wc_101_200	1666	170	1622	1	0	44
max	wc_101_200	1679	182	1605	1	0	46
max	wc_101_200	1692	104	1112	1	1	26
max	wc_101_200	1705	115	1104	1	0	26
max	wc_101_200	1718	128	1601	1	0	26
max	wc_101_200	1731	144	1107	1	0	26
max	wc_101_200	1744	158	1596	1	0	45
max	wc_101_200	1757	168	1595	1	0	44
max	wc_101_200	1770	184	1595	1	0	45
max	wc_101_200	1783	106	1634	1	0	44
max	wc_101_200	1796	122	1612	1	0	15
max	wc_101_200	1809	134	1085	1	0	94
max	wc_101_200	1822	143	1602	1	0	115
max	wc_101_200	1835	161	1099	1	0	15
max	wc_101_200	1848	170	1087	1	0	54
max	wc_101_200	1861	184	1603	1	0	115
max	wc_101_200	1874	109	1128	1	0	55
max	wc_101_200	1887	123	1603	1	0	80
max	wc_101_200	1900	135	1596	1	0	120
max	wc_101_200	1913	144	1597	1	0	72
max	wc_101_200	1926	157	1089	1	0	104
max	wc_101_200	1939	170	1580	1	0	104
max	wc_101_200	1952	187	1781	1	0	120
max	wc_101_200	1965	105	1641	1	0	144
max	wc_101_200	1978	119	1614	1	0	144
