persona	stratum	task_idx	wc	wall_ms	output_tok_est	correct	output_snippet
nano	wc_31_60	1035	50	1598	1	0	64
nano	wc_31_60	1048	42	1159	1	0	18
nano	wc_31_60	1061	36	1181	1	0	60
nano	wc_31_60	1074	44	1160	1	0	270
nano	wc_31_60	1087	42	1102	1	0	120
nano	wc_31_60	1100	53	1149	1	0	120
nano	wc_31_60	1113	45	1129	1	0	30
nano	wc_31_60	1126	39	1134	1	0	108
nano	wc_31_60	1139	52	1135	1	0	54
nano	wc_31_60	1152	48	1103	1	0	42
nano	wc_31_60	1165	40	1126	1	0	45
nano	wc_31_60	1178	51	1184	1	0	540
nano	wc_61_100	1201	63	1655	1	0	18
nano	wc_61_100	1214	75	1632	1	0	120
nano	wc_61_100	1227	87	1124	1	0	24
nano	wc_61_100	1240	70	1118	1	0	24
nano	wc_61_100	1253	86	1713	1	0	14
nano	wc_61_100	1266	72	1167	1	0	104
nano	wc_61_100	1279	79	1107	1	0	34
nano	wc_61_100	1292	66	1100	1	0	72
nano	wc_61_100	1305	77	1094	1	0	29
nano	wc_61_100	1318	90	1125	1	0	114
nano	wc_61_100	1331	74	1103	1	0	340
nano	wc_61_100	1344	89	1105	1	0	220
nano	wc_61_100	1357	69	1110	1	0	144
nano	wc_61_100	1370	85	1130	1	0	340
nano	wc_61_100	1383	68	1136	1	0	45
nano	wc_61_100	1396	79	1631	1	0	30
nano	wc_61_100	1409	93	1114	1	0	21
nano	wc_61_100	1422	72	580	1	0	15
nano	wc_61_100	1435	87	577	1	0	540
nano	wc_61_100	1448	73	1083	1	0	36
nano	wc_61_100	1461	84	1078	1	0	30
nano	wc_61_100	1474	69	586	1	0	32
nano	wc_61_100	1487	80	587	1	0	54
nano	wc_61_100	1500	99	1091	1	0	45
nano	wc_61_100	1513	73	575	1	0	270
nano	wc_61_100	1526	94	585	1	0	150
nano	wc_61_100	1539	78	1076	1	0	540
nano	wc_61_100	1552	87	628	1	0	42
nano	wc_61_100	1565	72	578	1	0	300
nano	wc_61_100	1578	78	1081	1	0	24
nano	wc_101_200	1601	108	1121	1	0	10
nano	wc_101_200	1614	118	1080	1	0	8
nano	wc_101_200	1627	128	1086	1	0	10
nano	wc_101_200	1640	142	1080	1	0	10
nano	wc_101_200	1653	162	1090	1	0	10
nano	wc_101_200	1666	170	1089	1	0	28
nano	wc_101_200	1679	182	1082	1	0	10
nano	wc_101_200	1692	104	1076	1	0	28
nano	wc_101_200	1705	115	579	1	0	100
nano	wc_101_200	1718	128	1078	1	0	100
nano	wc_101_200	1731	144	1089	1	0	100
nano	wc_101_200	1744	158	580	1	0	10
nano	wc_101_200	1757	168	1078	1	0	10
nano	wc_101_200	1770	184	1074	1	0	12
nano	wc_101_200	1783	106	1084	1	0	18
nano	wc_101_200	1796	122	577	1	0	10
nano	wc_101_200	1809	134	1081	1	0	28
nano	wc_101_200	1822	143	573	1	0	27
nano	wc_101_200	1835	161	1084	1	0	100
nano	wc_101_200	1848	170	1084	1	0	10
nano	wc_101_200	1861	184	1088	1	0	100
nano	wc_101_200	1874	109	1080	1	0	10
nano	wc_101_200	1887	123	1081	1	0	18
nano	wc_101_200	1900	135	1080	1	0	28
nano	wc_101_200	1913	144	1109	1	0	10
nano	wc_101_200	1926	157	1082	1	0	20
nano	wc_101_200	1939	170	1076	1	0	100
nano	wc_101_200	1952	187	1088	1	0	100
nano	wc_101_200	1965	105	1095	1	0	32
nano	wc_101_200	1978	119	1080	1	0	46
mid	wc_5_15	1	5	1114	5	1	1 plus 1 equals 2.
mid	wc_5_15	14	5	1102	5	1	1 + 14 = 15
mid	wc_5_15	27	5	1079	5	1	2 + 7 = 9
mid	wc_5_15	40	5	1071	5	1	2 + 20 = 22
mid	wc_5_15	53	5	1083	5	1	3 + 13 = 16
mid	wc_5_15	66	5	1090	5	1	4 + 6 = 10
mid	wc_5_15	79	5	1074	5	1	4 + 19 = 23
mid	wc_5_15	92	5	1078	5	1	5 + 12 = 17
mid	wc_5_15	105	5	571	5	1	6 + 5 = 11
mid	wc_5_15	118	5	1074	5	1	6 + 18 = 24
mid	wc_5_15	131	5	1079	5	1	7 + 11 = 18
mid	wc_5_15	144	5	1088	5	1	8 + 4 = 12
mid	wc_5_15	157	5	1092	5	1	8 + 17 = 25
mid	wc_5_15	170	5	1088	5	1	9 + 10 = 19
mid	wc_5_15	183	5	1081	5	1	10 + 3 = 13
mid	wc_5_15	196	5	1134	5	1	10 + 16 = 26
mid	wc_5_15	209	7	1089	5	1	2 times 10 is 20.
mid	wc_5_15	222	7	1077	5	1	4 times 3 is 12.
mid	wc_5_15	235	7	1086	5	1	5 times 6 is 30.
mid	wc_5_15	248	7	1074	5	1	6 times 9 is 54.
mid	wc_5_15	261	7	1088	5	1	8 times 2 is 16.
mid	wc_5_15	274	7	1087	5	1	9 times 5 is 45.
mid	wc_5_15	287	7	1085	5	1	10 times 8 is 80.
mid	wc_5_15	300	7	1091	5	1	11 times 11 is 121.
mid	wc_5_15	313	5	591	1	1	Vienna
mid	wc_5_15	326	6	590	1	0	"moner"
mid	wc_5_15	339	11	1083	1	0	20
mid	wc_5_15	352	11	1076	1	0	15
mid	wc_5_15	365	11	1093	1	0	20
mid	wc_5_15	378	11	1087	1	1	33
mid	wc_16_30	401	19	1095	1	1	22
mid	wc_16_30	414	19	1116	5	1	11 + 24 = 35
mid	wc_16_30	427	19	1081	5	1	12 + 17 = 29
mid	wc_16_30	440	19	1081	1	0	15
mid	wc_16_30	453	19	1085	1	0	15
mid	wc_16_30	466	19	1083	5	1	14 + 16 = 30
mid	wc_16_30	479	19	1075	5	1	14 + 29 = 43
mid	wc_16_30	492	19	1087	1	0	177
mid	wc_16_30	505	19	1204	5	1	16 + 15 = 31
mid	wc_16_30	518	19	1169	5	1	16 + 28 = 44
mid	wc_16_30	531	19	1648	5	1	17 + 21 = 38
mid	wc_16_30	544	19	1105	5	1	18 + 14 = 32
mid	wc_16_30	557	19	1079	5	1	18 + 27 = 45
mid	wc_16_30	570	19	1143	5	1	19 + 20 = 39
mid	wc_16_30	583	19	1112	5	1	20 + 13 = 33
mid	wc_16_30	596	19	1129	1	1	46
mid	wc_16_30	609	18	1089	1	1	20
mid	wc_16_30	622	18	592	1	1	9
mid	wc_16_30	635	18	1070	1	1	48
mid	wc_16_30	648	18	1100	1	1	36
mid	wc_16_30	661	18	1085	1	1	10
mid	wc_16_30	674	18	576	1	1	75
mid	wc_16_30	687	18	1091	1	1	48
mid	wc_16_30	700	18	1114	1	1	126
mid	wc_16_30	713	18	1656	1	0	196
mid	wc_16_30	726	18	1851	1	0	64
mid	wc_16_30	739	18	1134	1	1	160
mid	wc_16_30	752	18	1121	5	1	9 * 13 = 117
mid	wc_16_30	765	18	1091	1	1	60
mid	wc_16_30	778	18	1130	1	1	190
mid	wc_31_60	801	33	1079	1	0	4
mid	wc_31_60	814	49	1119	1	0	300
mid	wc_31_60	827	43	1092	1	0	28
mid	wc_31_60	840	56	1085	1	1	14
mid	wc_31_60	853	48	1161	1	0	120
mid	wc_31_60	866	38	1141	1	0	20
mid	wc_31_60	879	50	1622	1	0	14
mid	wc_31_60	892	42	1687	1	0	180
mid	wc_31_60	905	36	1653	1	0	180
mid	wc_31_60	918	50	1636	1	0	28
mid	wc_31_60	931	42	1159	1	0	180
mid	wc_31_60	944	35	1672	1	0	24
mid	wc_31_60	957	55	1632	1	0	140
mid	wc_31_60	970	49	1139	1	0	440
mid	wc_31_60	983	33	2165	1	0	44
mid	wc_31_60	996	48	4381	1	0	42
mid	wc_31_60	1009	40	1242	1	0	480
mid	wc_31_60	1022	38	1638	1	0	348
mid	wc_31_60	1035	50	1892	1	0	196
mid	wc_31_60	1048	42	1680	1	0	18
mid	wc_31_60	1061	36	1686	1	0	450
mid	wc_31_60	1074	44	1106	1	0	27
mid	wc_31_60	1087	42	1141	1	0	15
mid	wc_31_60	1100	53	2119	1	0	48
mid	wc_31_60	1113	45	1144	1	0	30
mid	wc_31_60	1126	39	1092	1	0	24
mid	wc_31_60	1139	52	1084	1	0	54
mid	wc_31_60	1152	48	1102	1	0	42
mid	wc_31_60	1165	40	1097	1	0	45
mid	wc_31_60	1178	51	1178	1	0	54
mid	wc_61_100	1201	63	1095	1	0	18
mid	wc_61_100	1214	75	1099	1	0	192
mid	wc_61_100	1227	87	1220	1	0	24
mid	wc_61_100	1240	70	1139	1	0	32
mid	wc_61_100	1253	86	1119	1	0	16
mid	wc_61_100	1266	72	1783	1	0	34
mid	wc_61_100	1279	79	1102	1	0	34
mid	wc_61_100	1292	66	1638	1	0	72
mid	wc_61_100	1305	77	1117	1	0	29
mid	wc_61_100	1318	90	1647	1	0	180
mid	wc_61_100	1331	74	1137	1	0	280
mid	wc_61_100	1344	89	1105	1	0	220
mid	wc_61_100	1357	69	1157	1	0	144
mid	wc_61_100	1370	85	1124	1	0	340
mid	wc_61_100	1383	68	2165	1	0	420
mid	wc_61_100	1396	79	1744	1	0	33
mid	wc_61_100	1409	93	1646	1	0	21
mid	wc_61_100	1422	72	1648	1	0	15
mid	wc_61_100	1435	87	1206	1	0	540
mid	wc_61_100	1448	73	1672	1	0	36
mid	wc_61_100	1461	84	1606	1	0	30
mid	wc_61_100	1474	69	2145	1	0	32
mid	wc_61_100	1487	80	1664	1	0	54
mid	wc_61_100	1500	99	2157	1	0	45
mid	wc_61_100	1513	73	1651	1	0	270
mid	wc_61_100	1526	94	2177	1	0	150
mid	wc_61_100	1539	78	1697	1	0	540
mid	wc_61_100	1552	87	2183	1	0	42
mid	wc_61_100	1565	72	1744	1	0	300
mid	wc_61_100	1578	78	1699	1	0	24
mid	wc_101_200	1601	108	1740	1	0	10
mid	wc_101_200	1614	118	1842	1	0	8
mid	wc_101_200	1627	128	1211	1	0	10
mid	wc_101_200	1640	142	1119	1	0	10
mid	wc_101_200	1653	162	1097	1	0	10
mid	wc_101_200	1666	170	1283	1	0	20
mid	wc_101_200	1679	182	1685	1	0	18
mid	wc_101_200	1692	104	1167	1	0	28
mid	wc_101_200	1705	115	1640	1	0	10
mid	wc_101_200	1718	128	1636	1	0	10
mid	wc_101_200	1731	144	1124	1	0	100
mid	wc_101_200	1744	158	1114	1	0	10
mid	wc_101_200	1757	168	1116	1	0	10
mid	wc_101_200	1770	184	1116	1	0	11
mid	wc_101_200	1783	106	2160	1	0	18
mid	wc_101_200	1796	122	2669	1	0	10
mid	wc_101_200	1809	134	2278	1	0	18
mid	wc_101_200	1822	143	2235	1	0	25
mid	wc_101_200	1835	161	2320	1	0	100
mid	wc_101_200	1848	170	3343	1	0	10
mid	wc_101_200	1861	184	2259	1	0	100
mid	wc_101_200	1874	109	2251	1	0	11
mid	wc_101_200	1887	123	2905	1	0	10
mid	wc_101_200	1900	135	3975	1	0	24
mid	wc_101_200	1913	144	2439	1	0	10
mid	wc_101_200	1926	157	2740	1	0	20
mid	wc_101_200	1939	170	2761	1	0	10
mid	wc_101_200	1952	187	1774	1	0	100
mid	wc_101_200	1965	105	1721	1	0	100
mid	wc_101_200	1978	119	2201	1	0	48
max	wc_5_15	1	5	2183	5	1	1 plus 1 is 2.
max	wc_5_15	14	5	2181	5	1	1 plus 14 equals 15.
max	wc_5_15	27	5	1665	5	1	2 plus 7 is 9.
max	wc_5_15	40	5	2509	5	1	2 plus 20 is 22.
max	wc_5_15	53	5	3767	5	1	3 plus 13 is 16.
max	wc_5_15	66	5	1095	5	1	4 plus 6 is 10.
max	wc_5_15	79	5	1110	5	1	4 plus 19 is 23.
max	wc_5_15	92	5	1106	5	1	5 plus 12 is 17.
max	wc_5_15	105	5	1180	5	1	6 plus 5 is 11.
max	wc_5_15	118	5	1827	5	1	6 plus 18 is 24.
max	wc_5_15	131	5	1153	5	1	7 plus 11 is 18.
max	wc_5_15	144	5	1684	5	1	8 plus 4 equals 12.
max	wc_5_15	157	5	1131	5	1	8 plus 17 equals 25.
max	wc_5_15	170	5	1654	5	1	9 plus 10 is 19.
max	wc_5_15	183	5	1973	5	1	10 plus 3 is 13.
max	wc_5_15	196	5	1963	5	1	10 plus 16 equals 26.
max	wc_5_15	209	7	4740	5	1	2 times 10 is 20.
max	wc_5_15	222	7	4320	5	1	4 times 3 is 12.
max	wc_5_15	235	7	2142	5	1	5 times 6 is 30.
max	wc_5_15	248	7	1666	5	1	6 times 9 is 54.
max	wc_5_15	261	7	2276	5	1	8 times 2 is 16.
max	wc_5_15	274	7	1727	5	1	9 times 5 is 45.
max	wc_5_15	287	7	10210	5	1	10 times 8 is 80.
max	wc_5_15	300	7	1321	5	1	11 times 11 is 121.
max	wc_5_15	313	5	1720	1	1	Vienna
max	wc_5_15	326	6	1639	1	0	"oomn"
max	wc_5_15	339	11	2007	1	0	20
max	wc_5_15	352	11	1150	1	0	15
max	wc_5_15	365	11	1629	1	1	29
max	wc_5_15	378	11	1121	1	1	33
max	wc_16_30	401	19	1638	5	1	11 + 11 = 22
max	wc_16_30	414	19	1665	5	1	11 + 24 = 35
max	wc_16_30	427	19	1624	5	1	12 + 17 = 29
max	wc_16_30	440	19	1192	1	0	15
max	wc_16_30	453	19	1745	5	1	13 + 23 = 36
max	wc_16_30	466	19	1229	5	1	14 + 16 = 30
max	wc_16_30	479	19	1151	5	1	14 + 29 = 43
max	wc_16_30	492	19	1692	5	1	15 + 22 = 37
max	wc_16_30	505	19	1666	5	1	16 + 15 = 31
max	wc_16_30	518	19	1152	5	1	16 + 28 = 44
max	wc_16_30	531	19	1118	5	1	17 + 21 = 38
max	wc_16_30	544	19	1235	5	1	18 + 14 = 32
max	wc_16_30	557	19	1138	5	1	18 + 27 = 45
max	wc_16_30	570	19	1650	5	1	19 + 20 = 39
max	wc_16_30	583	19	1121	1	0	15
max	wc_16_30	596	19	1164	1	0	18
max	wc_16_30	609	18	1164	1	1	20
max	wc_16_30	622	18	1115	1	1	9
max	wc_16_30	635	18	1140	1	1	48
max	wc_16_30	648	18	1116	1	1	36
max	wc_16_30	661	18	1120	1	1	10
max	wc_16_30	674	18	1607	1	1	75
max	wc_16_30	687	18	1659	1	1	48
max	wc_16_30	700	18	1133	1	1	126
max	wc_16_30	713	18	1652	5	1	7 * 14 = 98
max	wc_16_30	726	18	1765	1	0	64
max	wc_16_30	739	18	1694	1	1	160
max	wc_16_30	752	18	1649	5	1	9 * 13 = 117
max	wc_16_30	765	18	1128	1	1	60
max	wc_16_30	778	18	1118	1	1	190
max	wc_31_60	801	33	1125	1	0	4
max	wc_31_60	814	49	1125	1	0	300
max	wc_31_60	827	43	1095	1	0	42
max	wc_31_60	840	56	1159	1	1	14
max	wc_31_60	853	48	1090	1	0	32
max	wc_31_60	866	38	1091	1	0	20
max	wc_31_60	879	50	1088	1	0	14
max	wc_31_60	892	42	1122	1	0	104
max	wc_31_60	905	36	1089	1	0	180
max	wc_31_60	918	50	584	1	0	40
max	wc_31_60	931	42	1085	1	0	192
max	wc_31_60	944	35	1082	1	0	240
max	wc_31_60	957	55	1111	1	0	24
max	wc_31_60	970	49	1086	1	0	440
max	wc_31_60	983	33	1095	1	0	44
max	wc_31_60	996	48	1142	1	0	180
max	wc_31_60	1009	40	1104	1	0	480
max	wc_31_60	1022	38	1222	1	0	348
max	wc_31_60	1035	50	1176	1	0	196
max	wc_31_60	1048	42	1094	1	0	18
max	wc_31_60	1061	36	1632	1	0	450
max	wc_31_60	1074	44	1681	1	0	27
max	wc_31_60	1087	42	1150	1	0	15
max	wc_31_60	1100	53	1192	1	0	48
max	wc_31_60	1113	45	1133	1	0	30
max	wc_31_60	1126	39	1124	1	0	24
max	wc_31_60	1139	52	1123	1	0	54
max	wc_31_60	1152	48	1122	1	0	42
max	wc_31_60	1165	40	1156	1	0	45
max	wc_31_60	1178	51	1139	1	0	540
max	wc_61_100	1201	63	1616	1	0	18
max	wc_61_100	1214	75	1126	1	0	32
max	wc_61_100	1227	87	1128	1	0	24
max	wc_61_100	1240	70	1627	1	0	32
max	wc_61_100	1253	86	1134	1	0	24
max	wc_61_100	1266	72	1431	1	0	34
max	wc_61_100	1279	79	1158	1	0	34
max	wc_61_100	1292	66	1622	1	0	72
max	wc_61_100	1305	77	1676	1	0	20
max	wc_61_100	1318	90	2153	1	0	180
max	wc_61_100	1331	74	1622	1	0	34
max	wc_61_100	1344	89	1159	1	0	220
max	wc_61_100	1357	69	2393	1	0	144
max	wc_61_100	1370	85	1734	1	0	340
max	wc_61_100	1383	68	1639	1	0	420
max	wc_61_100	1396	79	1092	1	0	33
max	wc_61_100	1409	93	1263	1	0	21
max	wc_61_100	1422	72	1629	1	0	15
max	wc_61_100	1435	87	1820	1	0	540
max	wc_61_100	1448	73	1821	1	0	36
max	wc_61_100	1461	84	1131	1	0	30
max	wc_61_100	1474	69	1100	1	0	32
max	wc_61_100	1487	80	1653	1	0	54
max	wc_61_100	1500	99	1140	1	0	45
max	wc_61_100	1513	73	1128	1	0	30
max	wc_61_100	1526	94	1098	1	0	150
max	wc_61_100	1539	78	1085	1	0	540
max	wc_61_100	1552	87	1107	1	0	42
max	wc_61_100	1565	72	1116	1	0	300
max	wc_61_100	1578	78	1174	1	0	24
max	wc_101_200	1601	108	1093	1	0	10
max	wc_101_200	1614	118	1083	1	0	8
max	wc_101_200	1627	128	1108	1	0	10
max	wc_101_200	1640	142	1097	1	0	10
max	wc_101_200	1653	162	1109	1	0	10
max	wc_101_200	1666	170	1125	1	0	20
max	wc_101_200	1679	182	2156	1	0	10
max	wc_101_200	1692	104	4258	1	0	28
max	wc_101_200	1705	115	1728	1	0	100
max	wc_101_200	1718	128	1703	1	0	100
max	wc_101_200	1731	144	2133	1	0	100
max	wc_101_200	1744	158	2453	1	0	10
max	wc_101_200	1757	168	2059	1	0	10
max	wc_101_200	1770	184	1624	1	0	11
max	wc_101_200	1783	106	2173	1	0	18
max	wc_101_200	1796	122	1637	1	0	10
max	wc_101_200	1809	134	1121	1	0	18
max	wc_101_200	1822	143	1123	1	0	25
max	wc_101_200	1835	161	1125	1	0	100
max	wc_101_200	1848	170	1836	1	0	10
max	wc_101_200	1861	184	1692	1	0	100
max	wc_101_200	1874	109	1163	1	0	10
max	wc_101_200	1887	123	1625	1	0	10
max	wc_101_200	1900	135	1229	1	0	28
max	wc_101_200	1913	144	1721	1	0	10
max	wc_101_200	1926	157	1671	1	0	20
max	wc_101_200	1939	170	1725	1	0	10
max	wc_101_200	1952	187	1133	1	0	100
max	wc_101_200	1965	105	1095	1	0	100
max	wc_101_200	1978	119	1117	1	0	48
